window,t_epoch,kelas,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam,ms_baca,ms_fitur,ms_infer,ms_total,n_cuplik
11,1789404939.243,Critical,0.224325,0.297625,0.0,1.526278,283205,332,4,53.860186,266.640883,12.650602,42,118.331398,272.677677,65.053237,0.0,0.179833,0.364934,1.49661,-0.18217,0.551852,-252,0.258791,0.866819,3914213,0.49505,28.162,0.28,0.9097,1.1898,101
12,1789404949.343,Critical,0.182958,0.251094,0.0,0.724161,230981,196,2,41.669051,117.061617,1.020408,2,412.840326,675.150758,246.367906,0.364148,0.181136,0.265865,0.616566,-0.041367,0.815593,-136,0.252949,0.7233,4145194,0.623762,27.997,0.2793,0.8967,1.176,101
13,1789404959.443,Critical,0.175666,0.239959,0.0,0.724269,221795,191,2,43.41125,119.166281,0.0,0,403.046841,675.21118,242.10483,0.0,0.177305,0.238237,0.604168,-0.007292,0.960144,-5,0.247422,0.709985,4366989,0.623762,27.829,0.2799,0.898,1.1779,101
14,1789404969.543,Critical,0.148175,0.263534,0.0,1.240019,187074,157,2,38.845138,141.463232,0.0,0,401.433338,675.068989,260.163943,0.0,0.094938,0.250016,1.204052,-0.027491,0.843504,-34,0.240797,0.615352,4554063,0.70297,28.062,0.2884,0.9613,1.2497,101
15,1789404979.643,Critical,0.1497,0.227707,0.0,0.879902,188987,162,2,64.363999,234.121717,0.0,0,391.104099,675.07124,245.369546,0.364053,0.179003,0.233702,0.604273,0.001525,1.010292,5,0.235095,0.636764,4743050,0.663366,28.083,0.2672,0.9036,1.1708,101
16,1789404989.743,Critical,0.200121,0.235805,0.0,1.175026,252661,233,4,54.630839,129.107177,1.287554,3,317.920671,517.339813,164.486585,0.604123,0.273394,0.286685,1.175026,0.050421,1.336814,71,0.233036,0.858756,4995711,0.514851,27.914,0.2671,0.8572,1.1243,101
17,1789404999.843,Critical,0.257883,0.150351,0.0,0.604127,325588,314,4,136.717727,237.106512,0.0,0,396.763607,710.978582,184.550796,0.244165,0.264363,0.107267,0.488322,0.057762,1.288635,81,0.234419,1.100094,5321299,0.158416,28.161,0.3061,0.8948,1.201,101
18,1789405009.943,Critical,0.096339,0.248975,0.0,1.239936,121625,105,4,41.412671,254.947217,0.0,0,175.803709,375.93825,149.682917,0.364191,0.072243,0.240912,1.12462,-0.161544,0.373576,-209,0.227144,0.424132,5442924,0.831683,28.132,0.2632,0.8746,1.1378,101
19,1789405020.043,Degraded,2.232943,14.945652,0.0,136.76597,2819196,2225,4,85.451361,370.592264,0.359551,8,312.906584,653.001056,184.38901,0.0,0.278085,1.523133,8.62063,2.136604,23.177976,2120,0.327537,6.817376,8262120,0.455446,28.191,0.2803,0.8754,1.1557,101
20,1789405030.143,Critical,2.086285,4.438072,0.0,19.327804,2633932,2046,4,14.897006,41.247859,0.0,0,105.643318,214.325472,97.05979,0.049279,2.706847,5.143084,19.327804,-0.146658,0.934321,-179,0.411366,5.071603,10896052,0.683168,28.243,0.2873,0.8757,1.163,101
21,1789405040.243,Critical,0.718974,2.632751,0.0,10.911272,907696,704,2,4.747897,28.627617,0.0,0,133.14027,213.370515,123.056622,0.0,0.282815,1.549039,8.76725,-1.367311,0.344619,-1342,0.425361,1.690268,11803748,0.891089,28.848,0.2694,0.8788,1.1482,101
22,1789405050.343,Critical,0.199242,1.190514,0.0,8.736478,251530,190,2,17.908485,78.913856,0.526316,1,248.120459,766.826997,315.918083,0.604097,0.105773,0.31791,1.23996,-0.519732,0.27712,-514,0.41552,0.4795,12055278,0.940594,28.746,0.2561,0.9209,1.177,101
23,1789405060.443,Degraded,0.151013,0.251963,0.0,0.609315,190652,157,2,65.120888,294.436966,0.636943,1,654.305431,779.304925,223.991258,0.0,0.136423,0.252606,0.604335,-0.048229,0.757938,-33,0.40449,0.373342,12245930,0.712871,28.456,0.2671,0.859,1.1261,101
24,1789405070.543,Critical,0.158764,0.264438,0.0,0.630713,200437,166,2,37.00167,140.472718,0.60241,1,625.274487,779.313502,267.411437,0.0,0.158557,0.266325,0.630713,0.007751,1.051327,9,0.394653,0.402288,12446367,0.722772,28.498,0.2699,0.8775,1.1473,101
25,1789405080.643,Critical,0.245178,1.172525,0.0,11.777832,309549,298,4,77.928461,276.866932,13.087248,39,498.228578,856.57505,289.167616,0.119997,0.164304,0.197747,0.968319,0.086414,1.544292,132,0.3889,0.63044,12755916,0.554455,29.139,0.2806,0.883,1.1635,101
26,1789405090.743,Critical,0.127021,0.117526,0.0,0.500454,160363,188,2,62.677599,129.687538,11.170213,21,381.134226,617.669017,193.116109,0.0,0.126017,0.139529,0.364169,-0.118157,0.518077,-110,0.379194,0.334976,12916279,0.316832,28.753,0.3043,0.8723,1.1765,101
27,1789405100.843,Critical,0.130504,0.151904,0.0,0.750728,164766,204,4,78.775103,171.789199,14.215686,29,488.744733,900.943898,337.466465,0.124165,0.128671,0.102267,0.369269,0.003483,1.027421,16,0.370306,0.352422,13081045,0.366337,28.943,0.3012,0.907,1.2082,101
28,1789405110.943,Critical,0.129789,0.060995,0.0,0.27986,163858,206,3,161.029254,422.242753,10.194175,21,613.462234,968.461021,377.610736,0.124177,0.128399,0.066264,0.254375,-0.000715,0.994521,2,0.362006,0.358527,13244903,0.09901,28.917,0.3055,0.8462,1.1517,101
29,1789405121.043,Critical,0.128509,0.159649,0.0,0.625699,162242,189,2,60.501833,133.63977,12.698413,24,402.240217,677.80408,236.574557,0.124159,0.1363,0.176017,0.604169,-0.00128,0.990138,-17,0.354218,0.362796,13407145,0.415842,28.908,0.2961,0.8478,1.1439,101
30,1789405131.143,Critical,0.066677,0.164362,0.0,1.252333,84180,97,2,59.249955,307.499472,10.309278,10,218.07729,475.520027,160.090936,0.0,0.066609,0.224026,1.252333,-0.061832,0.518851,-92,0.344937,0.193302,13491325,0.722772,28.786,0.2677,0.8619,1.1297,101
31,1789405141.243,Critical,0.04942,0.206457,0.0,1.244123,62392,56,2,39.817864,425.3356,0.0,0,138.206725,587.946996,206.543132,0.0,0.032252,0.176654,0.999827,-0.017257,0.741185,-41,0.335696,0.147217,13553717,0.910891,28.971,0.2594,0.8595,1.1188,101
32,1789405151.343,Critical,0.09003,0.211497,0.0,1.120111,113659,96,2,70.768957,462.401564,0.0,0,546.726784,1001.85335,389.557843,0.0,0.11865,0.210562,0.604176,0.04061,1.821732,40,0.328247,0.274275,13667376,0.821782,29.029,0.2662,0.8906,1.1568,101
33,1789405161.443,Critical,0.124582,0.207137,0.0,0.724126,157287,136,2,58.886481,225.308428,0.735294,1,607.035638,899.829942,320.61463,0.484246,0.128831,0.206094,0.484246,0.034552,1.383783,40,0.322253,0.386597,13824663,0.712871,28.889,0.2662,0.8644,1.1306,101
34,1789405171.543,Critical,0.102081,0.196454,0.0,0.511729,128881,110,2,38.937772,177.356351,0.0,0,604.446722,800.015547,285.107388,0.0,0.062573,0.162172,0.484162,-0.022501,0.819388,-26,0.315959,0.323083,13953544,0.782178,29.111,0.2687,0.8802,1.149,101
35,1789405181.643,TANPA-DATA,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.102081,0.0,-110,0.307178,0.0,13953544,1.0,28.918,0.2346,0.0011,0.2356,101
