window,t_epoch,kelas,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam,ms_baca,ms_fitur,ms_infer,ms_total,n_cuplik
11,1789403795.171,Excellent,3.216597,0.272478,2.172192,3.860809,4060949,3102,4,5.566309,6.596429,0.676983,21,65.392051,77.605759,8.339562,3.500737,3.248236,0.360612,3.860809,0.307054,1.105533,251,2.968166,1.083698,44856395,0.0,15.742,0.2914,0.8737,1.1651,101
12,1789403805.271,Excellent,3.226408,0.451655,2.292466,4.229295,4073336,3319,4,10.560984,18.756374,0.060259,2,73.769778,89.53554,12.186125,3.856276,3.226878,0.488528,4.122076,0.009811,1.00305,217,2.988076,1.079761,48929731,0.0,15.843,0.2925,0.8687,1.1612,101
13,1789403815.371,Excellent,3.072121,7.803023,0.0,79.617496,3878540,3103,2,7.666987,19.456962,0.805672,25,59.130324,81.564482,19.365039,3.857241,1.592046,1.679213,4.100833,-0.154287,0.95218,-216,2.994092,1.026061,52808271,0.287129,15.983,0.282,0.8553,1.1373,101
14,1789403825.471,Excellent,2.673603,1.340757,0.0,4.336954,3375451,2834,5,11.686977,29.529847,1.270289,36,60.009676,77.328244,24.43319,3.178213,3.350977,0.231989,3.753355,-0.398518,0.870279,-269,2.972685,0.89939,56183722,0.168317,15.929,0.2931,0.8619,1.155,101
15,1789403835.571,Excellent,3.349201,0.415058,2.296593,4.23285,4228364,3490,5,15.864418,20.698777,0.0,0,74.317807,89.999331,16.355298,3.980937,3.362714,0.464179,4.113392,0.675598,1.252692,656,2.996261,1.117793,60412086,0.0,16.355,0.2975,0.8668,1.1644,101
16,1789403845.671,Excellent,3.329268,0.531209,2.656111,4.229537,4203189,3309,5,16.377877,21.773595,0.0,0,84.297512,90.446577,5.681085,2.656611,3.306321,0.524203,4.229427,-0.019933,0.994048,-181,3.015884,1.103911,64615275,0.0,16.717,0.2974,0.864,1.1615,101
17,1789403855.771,Excellent,3.352283,0.477611,2.655636,4.229396,4232253,3453,5,15.565587,21.905118,0.02896,1,76.459604,90.48597,19.971104,3.504721,3.366588,0.407553,4.225095,0.023015,1.006913,144,3.034603,1.104686,68847528,0.0,17.08,0.3044,0.8788,1.1832,101
18,1789403865.871,Excellent,3.343405,5.81785,0.0,56.082321,4221063,3735,5,8.607481,25.431067,0.937082,35,67.043627,222.901956,68.824325,0.0,2.334672,2.664853,6.725557,-0.008878,0.997352,282,3.050882,1.095881,73068591,0.29703,16.908,0.2794,0.8523,1.1317,101
19,1789403875.971,Excellent,4.901823,2.272382,0.0,6.885225,6188522,5024,4,9.610237,31.659702,0.258758,13,50.974424,209.076443,43.905566,6.104442,6.019906,0.380324,6.885225,1.558418,1.466117,1289,3.143566,1.559319,79257113,0.128713,17.207,0.2839,0.8612,1.1451,101
20,1789403886.071,Excellent,6.086027,0.284635,4.943986,6.889828,7683600,7992,2,0.844481,3.218795,0.25025,20,36.995829,50.610379,6.788084,6.049652,6.09215,0.241478,6.74083,1.184204,1.241584,2968,3.283882,1.853303,86940713,0.0,17.51,0.3026,0.9766,1.2792,101
21,1789403896.171,Excellent,6.080812,0.317477,5.098638,6.958884,7677013,8083,4,1.775353,7.260073,0.247433,20,38.617512,51.855786,7.253118,5.441813,6.050772,0.307081,6.784433,-0.005215,0.999143,91,3.411186,1.782609,94617726,0.0,17.498,0.2971,0.9197,1.2169,101
22,1789403906.271,Excellent,6.06539,0.346427,4.949172,7.126772,7657555,7662,6,6.438113,9.683388,0.352388,27,49.140586,59.803563,6.477987,4.97361,6.029639,0.307083,6.824169,-0.015422,0.997464,-421,3.526736,1.719831,102275281,0.0,17.633,0.3065,0.9297,1.2361,101
23,1789403916.371,Excellent,3.556519,2.966477,0.0,16.706944,4490122,4584,4,12.238931,25.388375,2.661431,122,46.627754,59.05388,7.804645,2.180802,0.975842,0.511418,2.304583,-2.508871,0.586363,-3078,3.527979,1.00809,106765403,0.039604,17.543,0.2804,0.8656,1.1459,101
24,1789403926.471,Critical,0.941141,0.661574,0.244153,3.749133,1188184,1296,2,22.519114,28.290992,15.354938,199,47.71744,53.216084,3.050347,0.738605,0.780487,0.241781,1.249293,-2.615378,0.264624,-3288,3.424382,0.274835,107953587,0.0,17.395,0.2938,0.8922,1.1859,101
25,1789403936.571,Excellent,1.528216,1.93612,0.0,7.031047,1929365,2312,4,18.461318,32.377962,24.00519,555,59.951533,63.423872,54.976009,0.0032,1.498335,2.39894,7.031047,0.587075,1.623791,1016,3.351369,0.455998,109882952,0.168317,17.773,0.3052,0.8378,1.1431,101
26,1789403946.671,Good,1.347181,2.325825,0.0,7.394993,1700828,2149,4,23.472038,209.844429,28.338762,609,75.341279,297.114815,71.119765,6.275206,2.949087,2.742492,7.394993,-0.181035,0.881538,-163,3.277059,0.411095,111583780,0.60396,17.851,0.2848,0.8797,1.1645,101
27,1789403956.771,Good,3.622435,2.71352,0.0,6.496574,4573325,5708,4,6.056451,25.807773,28.258584,1613,82.345115,332.364597,69.864707,0.0,3.56363,2.908125,6.271713,2.275254,2.6889,3559,3.289407,1.101243,116157105,0.267327,18.211,0.291,0.9411,1.2321,101
28,1789403966.871,Excellent,3.749952,2.937314,0.0,6.605085,4734323,4789,2,2.209644,2.84201,0.313218,15,32.684314,39.305725,6.239678,5.984234,6.061047,0.135115,6.516506,0.127517,1.035202,-919,3.305304,1.134526,120891428,0.376238,18.278,0.2665,0.9367,1.2033,101
29,1789403976.871,Excellent,2.302417,2.89431,0.0,6.21864,2878020,2883,2,1.216836,2.703974,0.104058,3,33.874042,39.265608,6.393408,0.0,2.576785,2.953164,6.105724,-1.447535,0.613986,-1906,3.272162,0.703638,123769448,0.61,18.093,0.2599,0.8915,1.1514,100
30,1789403986.971,Excellent,6.511012,8.69039,0.0,89.329355,8220061,7729,2,1.690865,3.144677,0.439902,34,32.194462,39.595403,8.199247,6.041678,6.053708,0.261466,6.864721,4.208595,2.827903,4846,3.376773,1.928176,131989509,0.089109,18.37,0.2992,0.8826,1.1818,101
31,1789403997.071,Excellent,5.98625,0.167355,5.436849,6.04332,7557632,6009,2,3.073067,3.097819,0.0,0,19.369102,19.511905,0.423443,6.041678,5.997246,0.149912,6.04332,-0.524762,0.919404,-1720,3.45842,1.73092,139547141,0.0,18.145,0.3052,0.7739,1.0792,101
32,1789404007.171,Excellent,4.659583,2.473888,0.0,6.319205,5882718,4686,2,7.407225,3.131258,0.0,0,19.91384,19.506715,6.251437,0.0,1.526901,2.561913,6.042211,-1.326667,0.778381,-1323,3.494862,1.333267,145429859,0.19802,17.989,0.29,0.8838,1.1738,101
33,1789404017.271,Excellent,1.037315,1.989031,0.0,6.94394,1309617,1280,2,8.36172,22.149077,1.25,16,68.626697,249.863491,83.974601,6.103031,1.785616,2.234603,6.103031,-3.622268,0.22262,-3406,3.422497,0.303087,146739476,0.663366,18.315,0.2802,0.8872,1.1674,101
34,1789404027.371,Excellent,0.014993,0.148689,0.0,1.501837,18928,28,2,18.588296,0.0,3.571429,1,10.77379,20.980541,10.206751,0.0,0.000403,0.002205,0.01248,-1.022322,0.014454,-1252,3.32503,0.004509,146758404,0.980198,18.168,0.2372,0.8352,1.0724,101
35,1789404037.471,TANPA-DATA,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014993,0.0,-28,3.232566,0.0,146758404,1.0,18.07,0.2144,0.0014,0.2158,101
