window,t_epoch,kelas,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam,ms_baca,ms_fitur,ms_infer,ms_total,n_cuplik
10,1789404547.034,Critical,0.120548,0.267794,0.0,1.244025,152192,128,2,36.885864,202.29182,0.78125,1,449.762711,823.37322,321.125648,0.0,0.123141,0.286984,1.239865,-0.019938,0.858078,-64,0.074506,1.617964,1032845,0.792079,23.701,0.318,0.9027,1.2207,101
11,1789404557.134,Excellent,0.11425,0.24077,0.0,1.239945,144228,144,6,84.920113,291.87267,0.0,0,1352.915657,955.268868,4659.987534,0.24416,0.16416,0.151748,0.604165,-0.006298,0.947755,16,0.077823,1.468075,1177073,0.722772,23.684,0.2661,0.9244,1.1905,101
12,1789404567.234,Critical,0.147347,0.122511,0.0,0.347389,186021,189,4,139.019865,292.275913,0.0,0,787.993078,1141.13817,355.949234,0.244147,0.14593,0.124898,0.338425,0.033097,1.289689,45,0.083179,1.771445,1363094,0.405941,24.246,0.2802,0.9122,1.1924,101
13,1789404577.234,Critical,1.953813,12.901124,0.0,101.270104,2442487,1877,3,80.348327,308.522073,0.372936,7,589.775699,1141.004736,394.224111,0.0,0.128142,0.217657,0.581353,1.806466,13.259944,1688,0.215766,9.05524,3805581,0.65,24.22,0.2801,0.8963,1.1764,100
14,1789404587.235,Critical,0.097313,0.232113,0.0,1.23985,121638,104,2,33.10481,181.347277,0.0,0,467.015708,799.971119,330.871936,0.0,0.062107,0.245634,1.23985,-1.8565,0.049807,-1773,0.207926,0.468017,3927219,0.82,24.268,0.2734,0.9291,1.2025,100
15,1789404597.334,Critical,0.038598,0.194409,0.0,1.239868,48730,39,2,22.393904,0.0,0.0,0,225.45636,587.062546,255.201198,0.0,0.019354,0.106007,0.599976,-0.058715,0.396638,-65,0.197318,0.195613,3975949,0.950495,24.406,0.2527,0.906,1.1587,101
16,1789404607.434,Excellent,0.060685,0.24367,0.0,1.239945,76610,64,3,78.756015,543.915931,0.0,0,3373.012278,25131.092729,8228.223138,0.0,0.065926,0.256657,1.239862,0.022087,1.572232,25,0.189261,0.320642,4052559,0.930693,24.189,0.2571,0.9081,1.1651,101
17,1789404617.534,Critical,0.107896,0.205983,0.0,0.783312,136258,120,4,105.846559,548.367994,0.833333,1,593.772559,1096.687846,387.336011,0.612466,0.122924,0.232819,0.612466,0.047211,1.777968,56,0.184733,0.584065,4188817,0.752475,24.396,0.2813,0.9058,1.1871,101
18,1789404627.634,Critical,0.335821,1.864844,0.0,18.525449,423977,353,4,47.727277,224.309083,1.983003,7,404.434106,797.728026,332.38439,0.0,0.148704,0.235498,0.759836,0.227925,3.112451,233,0.192702,1.742696,4612794,0.742574,24.482,0.278,0.865,1.143,101
19,1789404637.734,Critical,0.164664,0.20657,0.0,0.639915,207887,196,3,96.638895,314.512363,1.020408,2,465.521294,797.752589,283.58677,0.0,0.166361,0.255982,0.605012,-0.171157,0.490333,-157,0.191297,0.860777,4820681,0.534653,24.483,0.2957,0.917,1.2127,101
20,1789404647.834,Critical,0.150859,0.276105,0.0,1.204221,190460,155,2,39.147452,157.800013,0.0,0,475.044329,728.49864,305.945128,0.00416,0.121961,0.298046,1.204221,-0.013805,0.916163,-41,0.189368,0.796645,5011141,0.742574,24.441,0.2791,0.9267,1.2057,101
21,1789404657.934,Critical,0.13363,0.293474,0.0,1.239818,169266,138,2,39.050903,190.538562,0.0,0,454.819949,733.026004,311.272672,0.0,0.133438,0.293244,1.2398,-0.017229,0.885794,-17,0.18685,0.715173,5180407,0.80198,24.386,0.266,0.8929,1.1589,101
22,1789404668.034,Critical,0.172352,0.256899,0.0,1.20431,217575,189,3,97.423268,496.356183,2.116402,4,541.864989,728.481151,453.273205,0.484152,0.177597,0.2297,0.488316,0.038722,1.28977,51,0.186218,0.925539,5397982,0.623762,24.504,0.2846,0.8971,1.1818,101
23,1789404678.134,Critical,0.164111,0.547433,0.0,4.91602,207185,176,2,37.29194,262.804407,4.545455,8,173.572364,336.290578,152.690663,0.484156,0.102484,0.268593,1.239877,-0.008241,0.952185,-13,0.185295,0.885674,5605167,0.80198,24.325,0.2902,0.8848,1.175,101
24,1789404688.234,Critical,0.148843,0.250069,0.0,1.119951,187925,173,4,44.701908,305.064339,0.0,0,177.013826,268.338569,91.884947,0.488274,0.357604,0.253945,1.119951,-0.015268,0.906965,-3,0.183835,0.809655,5793092,0.683168,24.414,0.2815,0.9155,1.197,101
25,1789404698.334,Critical,0.361753,0.131208,0.0,0.848212,456714,448,4,133.180463,405.936543,0.0,0,258.228961,474.765945,114.362917,0.48839,0.362007,0.113281,0.524401,0.21291,2.430433,275,0.190688,1.897094,6249806,0.009901,24.689,0.3185,0.9224,1.2409,101
26,1789404708.434,Degraded,2.412062,22.555274,0.0,227.960714,3045234,2427,4,87.521582,217.585776,1.194891,29,521.440126,1092.099493,385.303451,0.0,0.149645,0.140419,0.364197,2.050309,6.667704,1979,0.273083,8.832707,9295040,0.316832,24.793,0.3069,0.9158,1.2227,101
27,1789404718.534,Degraded,0.154667,0.117182,0.0,0.364793,195262,212,3,164.168223,289.938392,0.0,0,629.275451,1107.731311,335.523796,0.00416,0.154595,0.102415,0.253164,-2.257395,0.064122,-2215,0.268847,0.575297,9490302,0.326733,25.307,0.2985,1.0158,1.3142,101
28,1789404728.634,Critical,0.156591,0.118209,0.0,0.328356,197710,211,4,142.964615,297.893807,0.473934,1,669.566643,1107.579164,365.000051,0.0,0.152186,0.121295,0.283999,0.001924,1.01244,-1,0.264971,0.590974,9688012,0.356436,25.432,0.2931,0.8926,1.1857,101
29,1789404738.735,Critical,0.241182,0.862702,0.0,8.532968,304550,273,2,85.286942,361.724493,2.197802,6,363.528253,550.693477,208.559569,0.600252,0.233886,0.32802,1.243915,0.084591,1.540203,62,0.264178,0.912953,9992562,0.584158,25.521,0.2791,0.7856,1.0647,101
30,1789404748.834,Critical,0.242934,0.187543,0.0,0.639648,306687,281,3,161.797035,522.32118,0.711744,2,406.606758,646.472265,181.563059,0.364189,0.243057,0.160213,0.365908,0.001752,1.007264,8,0.263492,0.921979,10299249,0.287129,25.946,0.2972,0.855,1.1522,101
31,1789404758.934,Critical,0.24122,0.130057,0.0,0.484162,304570,291,4,122.626878,204.266726,0.0,0,447.079571,892.263431,247.327004,0.0,0.233403,0.141463,0.48412,-0.001714,0.992945,10,0.262796,0.917898,10603819,0.188119,25.904,0.298,0.8682,1.1663,101
32,1789404769.034,Degraded,2.143343,19.57415,0.0,197.878575,2706247,2135,4,110.590142,227.632574,0.468384,10,517.938855,892.427891,266.948633,0.0,6.433285,34.953121,197.878575,1.902123,8.885428,1844,0.319858,6.70092,13310066,0.376238,26.199,0.2945,0.8714,1.166,101
33,1789404779.134,Critical,0.105887,0.204861,0.0,0.964145,133684,125,3,80.558267,325.840205,2.4,3,242.170125,392.815375,93.355892,0.608959,0.128296,0.225389,0.964145,-2.037456,0.049403,-2010,0.313557,0.337696,13443750,0.683168,26.047,0.2694,0.8633,1.1327,101
34,1789404789.234,Critical,0.220597,0.14245,0.0,0.635137,278504,328,5,111.913025,194.96195,10.670732,35,481.588703,810.538545,258.715112,0.249261,0.219146,0.113315,0.479947,0.11471,2.083325,203,0.310898,0.709548,13722254,0.138614,26.363,0.298,0.8642,1.1622,101
35,1789404799.334,Critical,0.077127,0.116114,0.0,0.375362,97372,115,2,13.54543,44.347314,2.608696,3,319.840778,397.148903,46.318197,0.0,0.0,0.0,0.0,-0.14347,0.349629,-213,0.304397,0.253376,13819626,0.643564,26.515,0.2742,0.8761,1.1503,101
