window,t_epoch,kelas,throughput_mean,throughput_std,throughput_min,throughput_max,total_bytes,total_packets,active_flows,jitter_mean,jitter_p95,reorder_rate,reorder_count,rtt_mean,rtt_p95,rtt_std,tp_slot_akhir,tp_pendek_mean,tp_pendek_std,tp_pendek_max,tp_delta_prev,tp_rasio_prev,pkt_delta_prev,tp_kumulatif,tp_rasio_kumulatif,bytes_kumulatif,rasio_diam,ms_baca,ms_fitur,ms_infer,ms_total,n_cuplik
10,1789404165.844,Degraded,0.559272,0.237224,0.128313,1.12127,699102,826,4,26.552883,46.489018,15.859564,131,57.998096,165.407273,38.175941,0.618457,0.527522,0.223193,1.00482,-0.273816,0.671324,-313,0.819526,0.682434,11350430,0.0,19.521,0.2867,0.8622,1.1489,100
11,1789404175.944,Degraded,0.703678,0.135815,0.393366,1.498332,888387,1068,6,27.565391,38.816922,16.947566,181,93.100349,188.090611,47.163524,0.743824,0.699704,0.07041,0.868011,0.144406,1.258204,242,0.809848,0.868901,12238817,0.0,19.749,0.3036,0.9307,1.2343,101
12,1789404186.044,Degraded,0.692393,0.100563,0.368308,0.9969,874142,1026,6,31.60539,41.28683,15.497076,159,89.111042,146.068473,33.710001,0.745949,0.698425,0.080368,0.868807,-0.011285,0.983963,-42,0.800792,0.864635,13112959,0.0,20.002,0.3036,0.9053,1.2089,101
13,1789404196.044,Degraded,0.63065,0.184491,0.24416,1.227203,788310,916,4,28.796453,40.858231,15.065502,138,66.075235,122.780967,32.370901,0.498499,0.588709,0.221157,1.127358,-0.061743,0.910827,-110,0.788725,0.799582,13901269,0.0,19.844,0.2998,0.9037,1.2035,100
14,1789404206.144,Degraded,0.401926,0.270102,0.0,1.128303,507428,580,2,34.083896,98.376874,15.344828,89,74.709722,196.820927,63.176771,0.364157,0.247845,0.237993,1.128303,-0.228724,0.63732,-336,0.76287,0.52686,14408697,0.168317,19.983,0.3032,0.902,1.2052,101
15,1789404216.244,Degraded,0.28188,0.283275,0.0,1.608042,355873,321,4,52.727757,121.931348,0.0,0,220.176622,361.357414,105.377484,0.57579,0.380417,0.198094,0.732526,-0.120046,0.701323,-259,0.732733,0.384697,14764570,0.376238,19.821,0.2947,0.8713,1.166,101
16,1789404226.344,Degraded,0.366558,0.125012,0.0,0.728324,462781,451,5,124.110983,153.848513,0.0,0,345.899057,490.075982,115.988081,0.48832,0.371108,0.145248,0.728324,0.084678,1.300404,130,0.711143,0.515449,15227351,0.009901,20.283,0.2896,0.8513,1.1409,101
17,1789404236.444,Degraded,0.367834,0.120116,0.124174,0.612488,464396,448,4,122.610799,153.833175,0.0,0,365.026121,494.168909,91.53852,0.484144,0.367726,0.127671,0.612488,0.001276,1.003481,-3,0.692029,0.53153,15691747,0.0,20.285,0.31,0.8826,1.1926,101
18,1789404246.544,Degraded,0.471472,2.568458,0.0,26.056349,595277,504,4,60.494333,155.33101,2.380952,12,296.265225,647.12177,245.304662,0.0,0.196525,0.162831,0.630894,0.103638,1.281752,56,0.680398,0.692936,16287024,0.445545,20.344,0.2799,0.8889,1.1688,101
19,1789404256.644,Critical,0.187369,0.155963,0.0,0.484187,236550,232,3,134.29343,259.650982,0.0,0,606.387864,1145.421342,273.431286,0.0,0.181148,0.15597,0.484187,-0.284103,0.397413,-272,0.655698,0.285755,16523574,0.346535,20.685,0.3027,0.8796,1.1823,101
20,1789404266.744,Critical,0.192187,0.172002,0.0,0.487341,242637,232,4,130.058952,276.969105,0.431034,1,459.400394,639.819375,172.539672,0.364131,0.198345,0.179876,0.364305,0.004818,1.025714,0,0.633584,0.303333,16766211,0.376238,20.64,0.2759,0.8655,1.1414,101
21,1789404276.843,Critical,0.294775,1.561197,0.0,15.759388,372147,325,2,32.619145,105.17183,1.846154,6,298.99804,383.686826,138.944516,0.0,0.03326,0.132363,0.666972,0.102588,1.533793,93,0.618156,0.476862,17138358,0.653465,20.775,0.2794,0.9138,1.1932,101
22,1789404286.843,Critical,0.158299,0.317274,0.0,1.239966,197876,159,2,44.209533,233.083899,0.0,0,163.542714,281.261822,110.708025,0.0,0.121436,0.290905,1.239791,-0.136476,0.537016,-166,0.598317,0.264574,17336234,0.78,20.72,0.272,0.9019,1.1739,100
23,1789404296.843,Critical,0.329126,0.332413,0.0,1.328828,411411,350,4,77.459605,372.926387,0.571429,2,205.506059,306.719343,98.888869,0.484087,0.47533,0.145243,0.72846,0.170827,2.079141,191,0.587185,0.560515,17747645,0.43,20.718,0.2739,0.8807,1.1546,100
24,1789404306.943,Critical,0.158124,0.39894,0.0,1.852357,199627,172,2,32.043588,263.083023,1.744186,3,97.740593,253.681533,87.783799,1.226323,0.172725,0.404185,1.235722,-0.171002,0.480436,-178,0.569981,0.27742,17947272,0.821782,20.556,0.2555,0.8661,1.1216,101
25,1789404317.043,Critical,0.974959,0.298909,0.364088,1.808365,1230863,1017,4,52.290246,177.162716,0.196657,2,143.349607,173.362866,31.642414,0.724147,0.960337,0.336329,1.572328,0.816835,6.165788,845,0.585592,1.664912,19178135,0.0,20.815,0.3099,0.9206,1.2305,101
26,1789404327.143,Degraded,0.912147,0.279797,0.0,1.68868,1151585,1091,5,54.512452,220.037879,0.0,0,86.317269,161.020327,32.644009,1.09245,0.754641,0.437926,1.244037,-0.062812,0.935575,74,0.597714,1.526059,20329720,0.069307,20.989,0.3041,0.9177,1.2218,101
27,1789404337.243,Good,0.975479,0.166464,0.728218,1.095928,1231540,1088,2,18.79965,22.007348,0.0,0,72.101788,73.695655,5.288499,1.092351,0.983093,0.159798,1.092846,0.063332,1.069432,-3,0.611234,1.595917,21561260,0.0,20.957,0.2937,0.8598,1.1535,101
28,1789404347.343,Good,2.378941,4.507062,0.0,40.679874,3003407,2560,4,18.840361,36.599856,0.234375,6,65.724216,95.703301,23.731908,2.441672,2.390708,0.240689,2.935457,1.403462,2.438741,1472,0.672314,3.538437,24564667,0.059406,21.261,0.3214,0.8859,1.2073,101
29,1789404357.343,Excellent,1.656225,1.088698,0.0,2.896228,2070280,1839,4,14.095577,49.276288,0.0,0,54.818854,90.584944,24.746677,0.0,0.092055,0.495731,2.761647,-0.722716,0.696203,-721,0.704862,2.349715,26634947,0.29,21.419,0.2926,0.8601,1.1527,100
30,1789404367.443,Good,0.915844,1.146501,0.0,3.252514,1156251,871,2,18.590487,80.967967,0.0,0,78.023019,91.219099,22.740677,2.16857,1.523014,1.138603,3.252514,-0.740381,0.552971,-968,0.711683,1.286871,27791198,0.594059,21.337,0.2821,0.8944,1.1766,101
31,1789404377.543,Excellent,5.380559,16.883137,0.0,129.322455,6793021,5197,4,11.828415,25.229494,0.365596,19,85.842207,101.044035,19.833862,0.0,12.199068,29.347903,129.322455,4.464715,5.874973,4326,0.857904,6.27175,34584219,0.059406,21.611,0.3103,0.8921,1.2024,101
32,1789404387.643,Excellent,2.77526,7.651803,0.0,50.084189,3504003,2684,4,8.319036,32.576337,0.0,0,109.409176,214.39253,95.691307,0.00832,2.91717,7.864178,38.597193,-2.605299,0.515794,-2513,0.916133,3.02932,38088222,0.693069,21.713,0.2917,0.911,1.2028,101
33,1789404397.743,Excellent,2.958392,9.500939,0.0,72.700549,3735000,2862,4,17.162446,39.91274,0.0,0,110.527851,214.931249,106.364371,0.0,1.76141,3.912578,10.91117,0.183132,1.065987,178,0.976323,3.030137,41823222,0.693069,21.578,0.3123,0.8671,1.1794,101
34,1789404407.843,Degraded,1.629532,4.036912,0.0,19.32294,2057271,1605,4,40.138511,220.147278,0.0,0,113.034851,212.66256,94.588538,0.0,2.099375,4.869786,19.32294,-1.32886,0.550817,-1257,0.995023,1.637683,43880493,0.683168,21.89,0.3049,0.8515,1.1564,101
35,1789404417.943,TANPA-DATA,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.629532,0.0,-1605,0.96733,0.0,43880493,1.0,21.949,0.2597,0.0013,0.261,101
36,1789404428.043,TANPA-DATA,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.941137,0.0,43880493,1.0,22.062,0.2207,0.0011,0.2218,101
